Becken-ID,Bad-ID,Beckentyp,"Abweichende Form","Lage des Beckens",Fläche,Länge,Breite,"Gleichmäßige Tiefe",Variofunktion,"Tiefe Minimum","Tiefe Maximum","Stufen Hubboden",Sprungbecken,"Besondere Aspekte",Schwimmen,Wasserball,Kunstspringen,Turmspringen,Kanu,Synchronschwimmen,Rettungsschwimmen,Anfängerschwimmen,"Sonstige Sportarten","Anzahl Bahnen"
7192,2600,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7193,2600,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7194,2600,Springerbecken,ja,,,,,ja,nein,,,,ja,,,,,,,,,,,
7195,2600,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7196,2600,Schwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7197,2602,Schwimmerbecken,nein,1,316.18,25,12.5,ja,nein,2,2,,nein,,,,,,,,,,,5
7198,2602,Nichtschwimmerbecken,nein,2,1050,50,21,ja,nein,1.2,1.2,,nein,,,,,,,,,,,
7199,2602,Kleinkinderbecken,ja,1,19,,,nein,nein,0.3,0.3,,nein,,,,,,,,,,,
7200,2602,Schwimmerbecken,nein,2,1059,50,21,ja,nein,1.8,1.8,,nein,,,,,,,,,,,8
7201,2602,Kursbecken,nein,1,105.6,13.2,8,ja,nein,1.3,1.3,,nein,,,,,,,,,,,2
7202,2602,Springerbecken,nein,2,526,25,21,ja,nein,5,5,,ja,,ja,nein,nein,nein,nein,nein,ja,ja,"Beach-Volleyball Anlage",
7203,2602,Kleinkinderbecken,ja,2,149,,,nein,nein,,,,nein,,,,,,,,,,,
20176,2602,Kleinkinderbecken,,,51,,,ja,,0.04,0.04,,,Schiffchenkanal,,,,,,,,,,
7204,2603,Schwimmerbecken,nein,1,312.5,25,12.5,nein,nein,,,,ja,,,,,,,,,,,5
20166,2603,Kursbecken,nein,,100,12.5,8,ja,,1.25,1.25,,,,,,,,,,,,,2
20167,2603,Kleinkinderbecken,,,12.3,3.8,4,,,,,,,,,,,,,,,,,
7208,2607,Schwimmerbecken,nein,1,250,25,10,nein,nein,,,,nein,,,,,,,,,,,5
7209,2607,Nichtschwimmerbecken,nein,1,250,25,10,ja,nein,,,,nein,,,,,,,,,,,2
7210,2607,Springerbecken,ja,1,88,11,,ja,nein,,,,ja,,,,,,,,,,,
7211,2607,Kleinkinderbecken,ja,1,30,,,ja,nein,,,,nein,,,,,,,,,,,
7212,2607,Kleinkinderbecken,ja,2,127,,,nein,nein,,,,nein,,,,,,,,,,,
7213,2607,Nichtschwimmerbecken,nein,2,312,25,12.5,ja,nein,1.35,1.35,,nein,,,,,,,,,,,
7214,2607,Nichtschwimmerbecken,,2,200,12,12,nein,nein,,,,nein,,,,,,,,,,,
7215,2607,Warmsprudelbecken,ja,2,5,,,ja,nein,,,,nein,,,,,,,,,,,
7216,2608,Schwimmerbecken,nein,1,497.5,25,19.9,,nein,,1.8,,nein,,ja,,,,,,ja,,,8
7217,2608,Springerbecken,nein,1,300,20,15,ja,nein,,5,,ja,,nein,,,,,,ja,nein,,
7218,2608,Nichtschwimmerbecken,ja,1,64,,,ja,nein,1.35,1.35,,nein,,,,,,,,,,,
7219,2608,Kleinkinderbecken,ja,1,35,,,nein,nein,,0.4,,nein,,,,,,,,,,,
7220,2608,Nichtschwimmerbecken,ja,1,20,6.83,5.61,,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,Rutschen,
7221,2608,Kursbecken,nein,1,128,15,7.75,ja,nein,1.2,1.2,,nein,,,,,,,,,,,2
7222,2608,Warmsprudelbecken,ja,1,7,,,ja,nein,1.35,1.35,,nein,,,,,,,,,,,
7223,2608,Kaltwasser-Tretbecken,nein,1,60,10.95,5.95,ja,nein,1.35,1.35,,nein,,,,,,,,,,,
20157,2608,Springerbecken,ja,,140,,,ja,nein,1.35,1.35,,,,,,,,,,,,,
20158,2608,Nichtschwimmerbecken,,,30,7,3.8,ja,,1.35,1.35,,,,,,,,,,,,,0
20159,2608,Kleinkinderbecken,ja,,22,,,,,0.35,0.35,,,,,,,,,,,,,0
7225,2611,Schwimmerbecken,nein,1,312.5,25,12.5,nein,nein,,,,nein,,,,,,,,,,,5
7226,2611,Kursbecken,nein,1,100,10,8,,nein,,,,nein,,,,,,,,,,,2
7227,2611,Naturbecken,ja,2,1250,50,25,nein,nein,,,,nein,,,,,,,,,,,
7228,2611,Kleinkinderbecken,ja,2,,,,,,,,,nein,,,,,,,,,,,
7231,2613,Schwimmerbecken,,,262.5,25,10.5,nein,,1.4,1.6,,,,,,,,,,,,,
7232,2613,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7233,2613,Kleinkinderbecken,,,50,,,nein,,0.2,0.3,,,,,,,,,,,,,
7239,2620,Schwimmerbecken,,,,50,,nein,,,,,ja,"flache Einstiegstreppe",ja,nein,ja,nein,nein,nein,ja,ja,,6
7240,2620,Naturbecken,ja,,,,,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,ja,nein,,
7241,2620,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
7242,2625,Schwimmerbecken,,,,25,,nein,,0.9,3.5,,ja,,,,,,,,,,,
7243,2625,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
19538,2626,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7244,2627,Schwimmerbecken,nein,,,25,,nein,,1.35,3.8,,ja,,,,,,,,,,,4
7245,2627,Nichtschwimmerbecken,,,,,,,,0.3,1.35,,,,,,,,,,,,,
7246,2627,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
7247,2627,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,
7248,2627,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7249,2627,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7250,2628,Schwimmerbecken,nein,,,20,10,ja,nein,1.6,1.6,,nein,,,,,,,,,,,
7251,2629,Wellenbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7252,2629,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7253,2629,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7254,2629,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7255,2629,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7256,2629,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7257,2629,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7258,2629,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7259,2629,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7264,2632,Schwimmerbecken,nein,,,,,ja,nein,,,,nein,,,,,,,,,,,
7265,2632,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7266,2632,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7267,2632,Kleinkinderbecken,nein,,,,,ja,nein,,,,nein,,,,,,,,,,,
7268,2633,Schwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7269,2633,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7270,2633,Warmsprudelbecken,,,,,,,,,,,nein,,,,,,,,,,,
7276,2636,Kleinkinderbecken,,,,,,nein,nein,,,,nein,,,,,,,,,,,
7277,2636,Nichtschwimmerbecken,,,,,,nein,nein,,,,nein,,,,,,,,,,,
7278,2636,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,4
7279,2637,Schwimmerbecken,nein,1,312.5,25,12.5,ja,nein,1.8,1.8,,nein,,,,,,,,,,,5
7280,2637,Springerbecken,nein,1,117.5,11.75,10,ja,nein,3.5,3.5,,ja,,nein,nein,ja,ja,nein,nein,ja,nein,Kletterwand,2
7281,2637,Nichtschwimmerbecken,nein,1,90,10,9,nein,nein,0.35,1,,nein,,,,,,,,,,,2
7282,2637,Nichtschwimmerbecken,ja,2,124.4,,,nein,nein,0.9,0.9,,nein,,,,,,,,,,,
7283,2637,Kleinkinderbecken,ja,1,28.4,6,4,nein,nein,,,,nein,,,,,,,,,,,
20164,2637,Nichtschwimmerbecken,ja,,125,,,,,1.35,1.35,,,,,,,,,,,,,
20165,2637,Kleinkinderbecken,ja,,42.5,,,ja,,0.35,0.35,,,,,,,,,,,,,
7284,2638,Schwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7285,2638,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7286,2638,Tauchbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7287,2638,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7288,2638,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7289,2638,Kaltwasser-Tretbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7290,2638,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7291,2638,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7292,2638,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7293,2639,Tauchbecken,ja,1,14.65,,,ja,nein,,,,nein,,,,,,,,,,,
7294,2639,Kursbecken,ja,1,,,,ja,nein,1.25,1.25,,nein,,,,,,,,,,,
7296,2639,Schwimmerbecken,nein,1,312,25,12.5,nein,nein,1.8,3.8,,ja,,ja,,,,,,ja,,,5
19811,2639,Kleinkinderbecken,nein,1,100,10,10,ja,nein,0.25,0.25,,nein,,,,,,,,,,,
20160,2639,Nichtschwimmerbecken,,,250,,,ja,,1.5,1.5,,,,,,,,,,,,,
20161,2639,Kleinkinderbecken,,,162.45,11.97,10.49,ja,,0.6,0.6,,,,,,,,,,,,,0
20162,2639,Nichtschwimmerbecken,,,170,,,ja,,1,1,,,,,,,,,,,,,0
20163,2639,Warmsprudelbecken,,,11,,,ja,,1,1,,,,,,,,,,,,,0
7298,2641,Schwimmerbecken,ja,,,25,12.5,nein,nein,1.8,3.9,,ja,"Breite Einstiegstreppe",ja,nein,nein,ja,nein,nein,ja,ja,Tauchen,
7299,2641,Nichtschwimmerbecken,nein,,,,,nein,nein,0.3,1.1,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
7300,2641,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.5,,nein,,,,,,,,,,,
7301,2641,Warmsprudelbecken,ja,,,,,ja,nein,1.1,,,nein,,,,,,,,,,,
7303,2642,Schwimmerbecken,nein,,,50,,ja,nein,,,,nein,,,,,,,,,,,8
7304,2642,Springerbecken,nein,,,,,ja,nein,,,,ja,,,,,,,,,,,
7305,2642,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7306,2642,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7307,2642,Warmsprudelbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7308,2643,Schwimmerbecken,nein,,,49.8,15,nein,nein,1.8,2.2,,nein,"Breite Einstiegstreppe",ja,nein,nein,nein,nein,nein,ja,nein,,6
7309,2643,Springerbecken,nein,,,,,,nein,,,,ja,,,,,,,,,,,
7310,2643,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7311,2643,Wellenbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7312,2643,Kleinkinderbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7313,2644,Nichtschwimmerbecken,,,55,,,,,,,,,,,,,,,,,,,
7314,2646,Schwimmerbecken,nein,,312.5,25,12.5,nein,nein,1.8,2,,nein,,,,,,,,,,,5
7315,2646,Nichtschwimmerbecken,nein,,90,,,nein,nein,0.6,1.35,,nein,,,,,,,,,,,
7316,2646,Warmsprudelbecken,ja,,154,,,ja,nein,,1.35,,nein,,,,,,,,,,,
7317,2646,Kleinkinderbecken,,,10,,,,,,,,,,,,,,,,,,,
7318,2646,Nichtschwimmerbecken,,,660,,,nein,nein,0.6,1.35,,nein,,,,,,,,,,,
7319,2646,Schwimmerbecken,nein,,1075,50,21.5,ja,nein,,2,,nein,,,,,,,,,,,8
7320,2646,Kleinkinderbecken,ja,,150,,,nein,nein,0,0.3,,nein,,,,,,,,,,,
7323,2648,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
7337,2654,Schwimmerbecken,nein,,,50,,,,,,,nein,,,,,,,,,,,
7338,2654,Springerbecken,nein,,,,,,,,,,,,,,,,,,,,,
7339,2654,Nichtschwimmerbecken,nein,,,,,,,,,,nein,,,,,,,,,,,
7340,2654,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7341,2655,Schwimmerbecken,nein,,,25,,,,,,,ja,,,,,,,,,,,
7342,2655,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7346,2657,Schwimmerbecken,,,312,,,,,,,,nein,,,,,,,,,,,5
7344,2658,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7345,2658,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7347,2658,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7349,2659,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7350,2659,Nichtschwimmerbecken,,,,,,,,,,,nein,,,,,,,,,,,
7351,2659,Nichtschwimmerbecken,,,,,,,,,,,,Solebecken,,,,,,,,,,
7352,2659,Kleinkinderbecken,,,,,,,,,,,nein,,,,,,,,,,,
7355,2659,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
7356,2659,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7348,2660,Nichtschwimmerbecken,,,,15,5,ja,nein,,,,nein,,nein,,nein,nein,nein,,nein,ja,,3
7353,2660,Schwimmerbecken,,,,25,50,nein,nein,1.3,3.6,,ja,,ja,,,ja,,ja,ja,,,7
7358,2661,Schwimmerbecken,,,,,,,,,,,nein,,,,,,,,,,,5
7359,2661,Nichtschwimmerbecken,,,,,,,,,,,nein,,,,,,,,,,,
7360,2661,Kleinkinderbecken,,,,,,,,,,,nein,,,,,,,,,,,
7361,2661,Nichtschwimmerbecken,nein,,,,,,,,,,nein,,,,,,,,,,,
7357,2662,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7362,2663,Schwimmerbecken,,,313,25,,,,,,,nein,,,,,,,,,,,4
7363,2663,Nichtschwimmerbecken,,,42,,,,,,,,nein,,,,,,,,,,,
7364,2663,Wellenbecken,,,367,,,,,,,,nein,,,,,,,,,,,
7365,2663,Warmsprudelbecken,,,7.85,,,,,,,,nein,,,,,,,,,,,
7366,2663,Kaltwasser-Tretbecken,,,2,,,,,,,,nein,,,,,,,,,,,
7367,2663,Kursbecken,,,155,,,,,,,,nein,,,,,,,,,,,
7368,2663,Kursbecken,,,386,,,,,,,,nein,Solebecken,,,,,,,,,,
15114,2663,Kleinkinderbecken,,,17,,,,,,,,,,,,,,,,,,,
15115,2663,Tauchbecken,,,1.5,,,,,,,,,,,,,,,,,,,
15116,2663,Kaltwasser-Tretbecken,,,10,,,,,,,,,,,,,,,,,,,
15117,2663,Kaltwasser-Tretbecken,,,7,,,,,,,,,,,,,,,,,,,
7369,2664,Schwimmerbecken,,,1000,50,20,,,,,,nein,,,,,,,,,,,8
7370,2664,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
7371,2664,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7372,2664,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7373,2664,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7374,2665,Springerbecken,,,,,,ja,,3.9,3.9,,,,,,,,,,,,,
7375,2665,Schwimmerbecken,,,,50,13.5,nein,,1.4,1.95,,nein,Behindertentreppe,,,,,,,,,,5
7376,2665,Nichtschwimmerbecken,,,,25,12,nein,,0.6,1.35,,nein,,,,,,,,,,,
7377,2665,Kleinkinderbecken,,,,,,nein,,0,0.4,,,,,,,,,,,,,
7378,2666,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7379,2667,Variobecken,,,,,,,,,,,,,,,,,,,,,,
7380,2667,Schwimmerbecken,,,,25,,,,,,,nein,,,,,,,,,,,6
7381,2667,Springerbecken,,,,,,,,,,,ja,,,,,,,,,,,
7382,2667,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
7383,2667,Nichtschwimmerbecken,,,,,,,,,,,nein,,,,,,,,,,,
7384,2667,Nichtschwimmerbecken,,,,,,,,,,,nein,,,,,,,,,,,
7385,2667,Tauchbecken,,,,,,,,,,,,Saunatauchbecken,,,,,,,,,,
7386,2667,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7387,2668,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
7388,2668,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7391,2669,Schwimmerbecken,,,,23,7,,,,,,,,,,,,,,,,,
7392,2669,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7393,2671,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7395,2673,Kursbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7396,2673,Tauchbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7399,2676,Schwimmerbecken,nein,,,25,12,nein,nein,2,2,,nein,,,,,,,,,,,5
7400,2676,Nichtschwimmerbecken,ja,,,,,nein,nein,1,1,,nein,,,,,,,,,,,
7401,2676,Kleinkinderbecken,ja,,,,,ja,nein,0,0,,nein,,,,,,,,,,,
19243,2676,Nichtschwimmerbecken,ja,,,,,nein,nein,0,1,,nein,,,,,,,,,,,
19244,2676,Schwimmerbecken,ja,,,50,,nein,nein,1,3,,ja,,,,,,,,,,,
19245,2676,Kleinkinderbecken,ja,,,,,nein,nein,0,0,,nein,,,,,,,,,,,
7405,2678,Kursbecken,nein,,,,,,,,,,nein,,,,,,,,,,,
7406,2679,Kursbecken,nein,,,,,,,,,,nein,,,,,,,,,,,
7409,2682,Schwimmerbecken,nein,,,25,12,,nein,,,,nein,,,,,,,,,,,5
7410,2682,Springerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7411,2682,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7412,2682,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7413,2683,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7414,2683,Schwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7415,2683,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7416,2684,Schwimmerbecken,nein,,,25,16,nein,nein,,,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,
7417,2684,Kleinkinderbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7418,2685,Schwimmerbecken,nein,,,,,nein,nein,,,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,
7419,2685,Kleinkinderbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7420,2686,Schwimmerbecken,nein,,,50,20,nein,nein,1,3.8,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,
7421,2686,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.35,,nein,,,,,,,,,,,
7422,2687,Schwimmerbecken,nein,,,50,20,nein,nein,2,5,,ja,,,,,,,,,,,6
7423,2687,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7424,2687,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.4,,nein,,,,,,,,,,,
7425,2688,Schwimmerbecken,nein,,1800,,,nein,nein,0.8,1.8,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,
7426,2688,Kleinkinderbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7429,2689,Schwimmerbecken,nein,,,25,12.5,nein,nein,0.9,2.1,,nein,,,,,,,,,,,
7430,2691,Schwimmerbecken,nein,,,50,30,nein,nein,1.8,3.2,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,
7431,2691,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.4,,nein,,,,,,,,,,,
7432,2691,Kaltwasser-Tretbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7433,2692,Schwimmerbecken,ja,,,,,nein,nein,,,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,
7434,2692,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7435,2693,Schwimmerbecken,nein,,505,25,20,nein,nein,1.8,3.4,,ja,,,,,,,,,,,6
7436,2693,Nichtschwimmerbecken,ja,,591,,,nein,nein,0.6,1.35,,nein,,,,,,,,,,,
7437,2693,Kleinkinderbecken,ja,,65,,,ja,nein,0.4,0.4,,nein,,,,,,,,,,,
7438,2694,Schwimmerbecken,nein,,,50,25,nein,nein,2.5,4.5,,ja,,,,,,,,,,,
7439,2694,Nichtschwimmerbecken,nein,,,25,25,nein,nein,0.4,1,,nein,,,,,,,,,,,
7440,2695,Schwimmerbecken,ja,,,,,nein,nein,,,,ja,,,,,,,,,,,4
7441,2695,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7442,2695,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7443,2696,Schwimmerbecken,nein,,,50,25,,nein,,,,ja,,,,,,,,,,,6
7444,2696,Nichtschwimmerbecken,nein,,,25,25,,nein,,,,nein,,,,,,,,,,,
7445,2696,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7446,2697,Schwimmerbecken,nein,,,49,24,nein,nein,1.4,2.8,,nein,,,,,,,,,,,
7450,2699,Schwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7451,2699,Tauchbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7452,2700,Schwimmerbecken,nein,,,25,12,ja,nein,1,1,,nein,,,,,,,,,,,5
7453,2700,Nichtschwimmerbecken,nein,,,9,11,,nein,,,,nein,,,,,,,,,,,
7454,2700,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7455,2700,Tauchbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7456,2701,Schwimmerbecken,nein,,800,25,,,,1.8,2.1,,nein,,,,,,,,,,,
7457,2701,Kleinkinderbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
7458,2701,Nichtschwimmerbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
7459,2702,Nichtschwimmerbecken,ja,,,,,,,,,,nein,,,,,,,,,,,
7460,2702,Schwimmerbecken,nein,,250,25,,,,0.6,1.8,,nein,,,,,,,,,,,
7461,2703,Schwimmerbecken,nein,,,50,53,nein,nein,1,4,,ja,,,,,,,,,,,6
7462,2703,Nichtschwimmerbecken,nein,,,53,30,nein,nein,0,0,,nein,"Planschbecken integriert",,,,,,,,,,
7463,2704,Kursbecken,nein,,,,,,,,,,nein,,,,,,,,,,,
7464,2705,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.3,,nein,,,,,,,,,,,
7465,2705,Schwimmerbecken,ja,,,50,,nein,nein,0.9,3.8,,ja,,,,,,,,,,,
7466,2705,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7467,2706,Schwimmerbecken,nein,,,,,,nein,,,,ja,,,,,,,,,,,
7468,2706,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7469,2707,Schwimmerbecken,nein,,,50,25,nein,nein,,,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,4
7470,2707,Springerbecken,nein,,,15,15,,nein,,,,,,,,,,,,,,,
7471,2707,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7472,2708,Schwimmerbecken,nein,,,,12.5,nein,nein,1.8,3.8,,ja,"behindertengerecht, Nichtschwimmerbecken integriert",,,,,,,,,,5
7473,2708,Kleinkinderbecken,ja,,,,,nein,nein,0.2,0.4,,nein,,,,,,,,,,,
7474,2709,Schwimmerbecken,ja,,,25,,nein,nein,,3.7,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,6
7475,2709,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7476,2710,Schwimmerbecken,nein,,,25,,nein,nein,1.6,3.5,,ja,,,,,,,,,,,
7477,2710,Nichtschwimmerbecken,,,,,,nein,nein,0.8,1.1,,nein,,,,,,,,,,,
7478,2710,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7479,2711,Schwimmerbecken,,,,,,nein,nein,,,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,
7484,2715,Schwimmerbecken,nein,,,25,12.5,ja,nein,1.8,1.8,,nein,,,,,,,,,,,5
7485,2715,Nichtschwimmerbecken,nein,,,10,8,ja,nein,0.9,0.9,,nein,,,,,,,,,,,
7486,2715,Tauchbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7487,2716,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7488,2716,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7489,2716,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7490,2716,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7491,2716,Tauchbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7492,2716,Tauchbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7493,2716,Nichtschwimmerbecken,,,,,,,nein,,,,nein,Liquidsoundbecken,,,,,,,,,,
7494,2716,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7495,2716,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7496,2716,Kursbecken,,,,,,,,,,,nein,,,,,,,,,,,
7497,2716,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7498,2716,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7499,2717,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7500,2717,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7501,2717,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7502,2717,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7503,2717,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7504,2717,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7505,2718,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7506,2718,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7508,2720,Schwimmerbecken,ja,,,,,nein,nein,,,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,
7509,2720,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7510,2721,Schwimmerbecken,nein,,,50,25,nein,nein,0.9,2.1,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,
7511,2721,Schwimmerbecken,nein,,,30,20,ja,nein,3.5,3.5,,nein,,,,,,,,,,,
